Total solar irradiance (W/m2),Air temperature  (°C) ,Relative humidity (%),Power (MW)
786.05,33.0,41.29,22.16
798.36,33.17,41.99,18.99
653.03,31.78,41.6,20.39
727.03,30.6,35.53,15.63
608.95,31.22,40.46,17.59
517.03,30.79,34.33,13.89
447.39,35.12,34.75,12.87
448.82,35.26,40.14,12.08
321.1,33.82,37.89,10.09
309.16,30.08,40.52,7.76
236.61,28.65,38.05,7.72
223.87,34.13,36.24,6.69
189.03,31.92,37.71,6.82
145.41,30.67,44.51,3.83
121.62,27.34,39.48,2.76
78.88,32.54,42.5,2.93
60.25,29.3,43.99,1.4
36.24,30.46,46.78,0.51
19.2,27.57,46.86,0.27
0.0,27.72,44.86,0.0
0.0,32.3,51.65,0.0
0.0,28.22,51.26,0.0
0.0,30.11,56.86,0.0
64.85,23.42,66.12,2.01
82.32,24.4,58.48,4.02
116.98,24.59,61.13,4.74
179.37,24.75,58.53,8.46
213.73,22.99,51.94,8.77
289.33,22.77,49.7,11.29
386.59,22.97,50.22,14.04
412.71,25.98,54.99,16.22
415.77,27.74,50.86,15.47
497.87,24.55,50.33,16.73
522.98,29.85,40.29,17.4
488.93,27.14,43.87,18.86
470.12,28.42,38.44,17.66
479.51,25.15,36.97,17.34
509.98,26.58,33.67,19.41
529.94,32.45,31.58,18.97
494.98,31.28,31.29,17.57
457.71,30.8,36.23,18.96
460.43,31.6,35.63,18.8
546.29,31.17,33.28,22.5
489.6,28.39,33.73,19.46
510.25,29.34,28.31,21.7
516.81,28.78,30.05,20.67
528.72,31.74,28.13,21.06
531.95,29.18,29.56,22.53
559.8,27.14,27.61,17.4
496.2,29.99,33.55,18.83
464.31,27.0,32.25,19.1
402.08,32.04,27.79,13.77
439.3,28.25,31.74,14.92
384.89,28.17,29.83,13.84
267.6,26.94,30.04,13.05
259.78,31.27,33.93,9.92
200.56,26.04,34.11,7.84
206.76,31.0,33.36,6.77
153.02,28.21,38.68,7.0
135.18,24.29,42.43,6.6
128.24,26.4,41.74,4.97
87.22,25.47,38.28,3.43
66.94,28.8,39.7,3.11
48.92,27.33,44.66,1.83
35.63,24.38,43.49,0.88
23.35,27.64,46.38,0.4
13.91,23.16,52.09,0.18
0.0,24.51,51.08,0.0
0.0,24.3,55.27,0.0
0.0,21.23,55.84,0.0
0.0,22.1,49.7,0.0
63.57,16.18,66.87,1.77
83.63,19.88,62.22,3.5
113.07,19.46,63.08,4.79
144.6,18.66,59.33,7.43
208.23,19.01,61.86,9.3
280.53,20.41,53.24,8.58
319.31,19.69,51.8,11.55
327.63,19.47,50.46,13.63
427.97,21.57,42.73,12.63
405.86,21.96,46.18,13.43
454.62,23.47,44.66,16.75
436.43,25.66,39.77,15.93
496.93,25.41,41.97,15.43
410.21,26.61,36.94,18.76
471.05,21.66,33.26,20.2
481.42,22.42,34.77,18.82
407.36,22.72,32.06,20.65
435.25,22.02,33.23,19.9
479.39,27.86,33.88,18.79
494.36,25.56,30.87,21.24
467.29,23.09,36.59,19.69
469.64,27.21,36.05,17.03
453.91,23.52,34.25,17.53
444.84,23.09,31.88,17.5
395.51,26.74,30.9,20.13
394.2,24.97,32.45,15.22
460.93,27.16,33.57,17.07
407.75,26.63,32.92,15.63
387.54,24.03,30.05,15.46
420.48,23.39,33.64,12.68
354.79,27.12,35.68,13.82
367.96,25.42,37.65,11.96
282.67,25.44,35.14,11.41
313.64,26.94,33.51,11.89
288.72,24.11,35.4,12.21
234.21,24.42,34.29,8.27
240.08,22.9,35.87,7.39
195.46,21.56,39.15,6.47
153.62,22.39,41.62,5.37
111.46,23.81,34.58,4.44
84.1,21.71,43.19,3.09
62.11,24.2,39.55,1.59
33.86,20.49,38.3,0.52
18.95,23.82,39.13,0.32
0.0,20.49,42.1,0.0
0.0,19.15,49.56,0.0
0.0,19.74,43.41,0.0
0.0,20.56,53.59,0.0
75.33,22.24,64.79,2.25
109.66,21.28,64.67,4.85
161.32,21.26,73.02,6.17
208.83,23.62,72.49,9.0
230.06,22.01,59.95,9.45
339.05,25.22,57.77,10.26
415.01,23.14,68.56,11.54
488.12,26.65,59.71,14.9
496.5,21.84,57.35,14.62
525.22,27.81,51.92,15.91
571.74,22.52,59.91,19.48
641.27,27.88,58.17,17.85
639.27,23.71,48.39,21.45
639.17,27.19,50.91,18.95
625.08,28.54,49.58,20.95
586.91,29.94,48.81,20.59
734.32,29.12,50.37,19.86
715.06,26.89,43.34,21.36
600.14,26.69,45.26,21.65
644.33,29.04,42.83,20.97
617.53,27.44,46.34,20.61
671.83,29.44,46.64,24.47
634.88,26.21,43.1,24.8
694.63,31.22,49.12,24.31
630.8,24.78,50.9,24.47
652.6,28.07,46.3,21.31
737.21,26.13,42.18,21.88
707.66,27.82,43.05,23.2
657.85,25.88,44.79,18.34
540.76,30.55,50.86,19.76
515.43,28.76,43.88,19.98
396.01,26.18,50.64,15.42
408.69,25.55,49.35,15.6
344.39,28.78,58.29,13.76
296.67,23.48,52.81,12.41
270.53,26.38,66.54,11.1
206.17,24.06,70.75,10.13
182.93,26.89,61.36,8.27
142.37,22.06,69.26,8.32
112.58,25.24,78.79,6.25
70.49,23.84,74.05,3.87
47.97,24.3,73.46,2.11
27.63,21.84,73.58,0.83
12.94,25.23,82.75,0.37
0.0,21.4,79.51,0.0
0.0,22.94,73.68,0.0
0.0,22.69,84.53,0.0
0.0,20.02,75.52,0.0
54.44,22.98,84.91,1.14
80.65,20.86,77.81,2.52
112.11,19.6,82.56,3.96
154.1,23.88,67.22,4.66
188.69,21.83,63.89,7.36
234.99,22.82,72.04,8.07
310.36,22.5,74.23,9.29
363.68,24.76,61.51,12.33
411.24,21.77,70.1,13.49
464.58,22.35,58.99,13.55
524.73,22.02,53.71,14.25
416.98,22.38,57.74,15.14
514.03,22.42,59.62,15.17
439.4,28.63,55.19,17.52
511.85,23.72,52.57,17.41
457.95,26.31,55.44,15.62
426.14,26.48,55.46,19.5
479.71,28.47,49.71,16.66
435.57,24.44,47.95,20.13
495.97,28.65,44.22,19.76
435.68,25.52,44.25,17.61
457.39,28.59,49.0,20.22
451.39,27.02,50.97,17.8
464.45,30.11,47.25,21.49
413.99,25.11,46.11,18.16
379.18,28.39,52.41,20.38
365.55,25.82,43.06,16.87
346.49,26.46,47.39,16.73
350.79,28.11,51.36,16.95
398.13,25.13,51.21,15.47
363.97,29.7,44.36,13.89
312.74,28.54,52.33,12.52
321.69,24.67,52.76,10.12
331.17,29.78,48.98,7.39
309.09,27.76,56.48,5.47
258.81,24.62,59.91,6.15
211.16,24.23,53.81,5.85
217.42,26.18,54.1,3.62
162.56,27.09,60.86,3.12
146.66,27.68,57.98,2.46
103.94,23.66,69.84,2.07
64.07,27.64,65.93,0.95
36.25,29.08,67.3,0.39
0.0,24.03,58.92,0.2
0.0,24.5,62.91,0.0
0.0,23.68,60.08,0.0
0.0,25.88,65.77,0.0
0.0,25.1,61.52,0.0
68.05,18.15,85.87,1.02
92.65,15.68,69.55,2.11
136.8,15.92,73.68,2.87
187.38,16.23,78.55,3.47
223.83,18.18,74.96,5.29
316.75,17.4,64.11,6.9
383.38,20.43,62.81,6.74
390.02,19.41,60.93,8.47
412.97,19.45,69.34,9.6
514.21,19.51,56.45,9.4
524.93,23.51,54.11,9.8
629.36,20.92,55.27,8.86
523.93,22.04,57.32,9.0
530.64,22.37,51.56,11.58
596.3,23.01,50.83,10.2
617.53,22.58,46.48,11.21
695.6,24.81,49.58,12.2
696.49,25.77,46.02,10.1
654.38,22.44,46.86,11.36
739.47,23.72,45.19,12.28
656.5,23.92,48.11,12.56
692.41,23.11,42.13,9.88
611.81,26.07,44.29,11.59
702.39,22.39,42.37,9.85
710.85,28.1,43.11,10.86
626.73,24.83,35.66,10.8
637.29,28.88,42.51,10.53
703.57,22.89,42.21,10.1
652.66,23.93,36.57,9.49
520.38,27.15,37.92,6.92
587.69,27.6,45.09,7.07
470.06,24.11,42.94,6.83
421.79,27.55,40.57,7.17
364.03,22.52,42.78,7.51
364.86,22.56,55.69,6.96
313.96,26.35,51.8,6.01
256.88,22.75,52.84,5.64
198.86,26.17,55.93,4.68
172.07,21.71,60.08,3.25
136.33,25.8,69.34,2.69
106.18,25.0,69.35,1.26
69.09,26.26,57.52,0.57
34.16,21.67,70.3,0.28
0.0,23.09,68.36,0.0
0.0,25.12,71.97,0.0
0.0,24.41,70.71,0.0
0.0,20.58,68.32,0.0
0.0,19.75,59.1,0.0
62.48,22.87,74.09,1.51
92.98,24.1,71.92,3.03
134.9,24.89,71.14,4.73
174.99,25.94,77.17,6.22
200.82,23.48,74.56,9.17
313.16,24.16,65.52,9.03
338.7,26.89,59.06,12.17
444.9,23.69,68.8,13.47
483.4,27.38,65.6,14.43
526.55,24.99,63.14,15.73
539.79,30.45,56.81,17.8
594.83,27.0,55.95,18.84
538.01,30.05,55.93,18.51
612.19,29.11,50.66,17.34
571.62,29.67,42.78,17.3
578.43,27.86,45.39,17.48
614.92,34.36,47.19,19.1
536.08,31.79,43.46,17.92
619.57,31.93,44.13,18.53
615.21,33.0,42.79,21.47
589.39,35.83,41.69,18.09
691.52,31.33,47.14,19.27
596.79,32.24,47.36,20.85
601.41,30.44,38.79,21.64
559.28,31.47,43.4,20.87
672.5,32.28,47.94,20.24
608.57,35.18,47.33,20.0
597.6,30.74,46.18,18.41
559.55,28.56,42.27,18.94
518.69,31.31,45.13,16.28
420.58,31.78,44.59,17.46
415.18,34.02,46.88,16.43
377.94,31.72,41.43,13.25
296.16,33.52,41.18,13.81
258.41,29.26,42.3,12.31
260.92,30.58,44.05,10.31
198.38,32.99,49.65,7.74
194.65,30.67,48.4,7.03
151.82,28.3,47.18,5.9
122.38,29.73,47.54,3.03
78.45,30.99,55.11,1.9
50.51,27.66,50.4,0.71
35.07,27.04,52.53,0.3
0.0,31.34,53.23,0.0
0.0,31.53,62.13,0.0
0.0,28.58,61.52,0.0
0.0,24.85,55.2,0.0
0.0,27.28,65.03,0.0
50.14,20.27,83.39,2.14
82.01,22.4,86.95,3.9
119.89,26.65,77.64,5.56
147.19,26.94,87.75,7.64
173.05,28.13,75.63,9.74
240.88,28.3,70.29,9.03
307.98,25.95,75.29,12.0
321.06,29.98,76.73,14.92
394.95,29.57,73.81,13.55
396.81,27.45,59.69,15.71
443.32,25.54,60.47,17.37
456.58,28.49,63.75,20.8
469.38,30.88,58.42,20.36
431.42,32.15,53.56,19.63
470.3,27.56,58.34,20.78
498.29,31.43,53.28,20.45
442.68,31.46,50.09,19.47
519.84,30.68,49.43,19.63
520.42,27.57,50.28,19.77
434.8,28.76,48.54,23.14
445.15,34.32,58.14,19.16
440.5,32.95,52.68,19.43
433.0,31.11,50.9,19.22
459.38,31.29,53.66,19.14
435.08,27.68,57.9,21.59
495.0,34.14,56.85,19.47
494.01,32.66,58.16,19.12
436.13,31.44,55.67,18.87
488.9,31.93,59.33,18.79
451.46,27.21,58.64,18.65
357.21,31.18,56.51,16.43
334.17,33.05,60.36,16.17
304.19,32.16,55.64,14.61
225.44,29.16,55.3,11.51
214.64,32.39,69.39,11.04
185.31,31.1,66.79,8.6
192.92,31.02,61.42,7.26
129.64,28.51,74.65,6.34
119.95,30.15,74.21,7.07
99.56,27.33,67.69,4.77
61.76,25.99,74.4,3.24
40.08,24.61,83.8,1.42
24.47,27.9,84.11,0.59
0.0,24.07,78.26,0.27
0.0,24.64,76.74,0.0
0.0,23.61,77.88,0.0
0.0,22.5,77.48,0.0
0.0,23.14,91.41,0.0
46.79,18.27,73.82,1.63
70.78,21.2,69.94,3.08
94.67,19.23,68.02,3.71
150.65,22.55,73.41,6.19
184.18,23.72,65.55,8.02
241.71,24.15,66.93,8.37
303.21,20.17,69.64,11.62
331.45,23.33,69.16,12.26
367.71,24.21,65.45,14.03
478.04,22.1,59.93,15.34
523.0,27.14,53.39,16.62
509.73,24.78,58.9,16.56
586.6,27.55,56.0,17.65
605.42,26.95,47.57,17.58
550.04,28.53,51.53,22.0
564.29,30.05,52.09,22.29
518.5,29.6,47.77,20.21
548.19,27.51,41.39,19.01
554.11,30.22,46.16,18.74
632.2,26.65,48.71,19.63
657.97,28.8,40.73,21.55
596.68,27.29,38.5,19.48
605.21,28.08,44.8,23.37
632.56,30.83,37.77,20.43
632.65,31.8,43.65,19.17
636.11,31.99,37.18,22.14
637.67,28.56,41.02,20.8
677.06,32.11,42.53,19.05
522.96,29.77,39.87,19.39
581.34,25.82,37.08,18.12
420.46,25.88,37.3,14.89
381.09,32.01,39.75,11.92
328.2,27.21,46.32,12.84
333.84,28.81,43.61,9.42
269.58,27.32,42.17,8.36
208.23,24.6,49.0,7.19
202.45,29.06,41.66,6.25
153.81,25.18,47.67,5.22
138.67,27.41,46.77,4.11
100.67,29.14,44.38,3.16
65.23,29.06,43.4,2.27
45.42,26.09,53.28,1.06
27.08,26.06,51.31,0.43
0.0,23.64,48.72,0.25
0.0,25.22,46.82,0.0
0.0,23.11,49.23,0.0
0.0,25.16,50.7,0.0
0.0,24.8,58.47,0.0
47.58,19.45,91.89,1.49
55.59,23.8,74.87,2.61
90.8,19.93,84.22,3.31
116.57,22.8,77.3,4.52
140.8,23.22,78.42,6.26
195.3,25.51,69.31,7.54
231.51,25.1,80.18,7.28
265.21,23.57,80.24,10.25
275.61,21.68,69.22,9.79
356.86,22.6,70.12,13.62
370.25,26.34,63.6,13.51
309.7,24.65,65.56,13.85
378.97,24.19,64.74,15.89
390.85,28.2,54.25,17.79
366.33,29.37,61.53,16.57
327.09,27.92,53.83,18.79
401.65,30.16,58.68,17.42
321.36,28.28,59.97,17.8
338.48,28.26,62.47,20.17
410.29,28.33,55.07,20.5
406.81,28.78,52.53,18.5
336.47,26.77,50.26,18.02
336.38,30.06,61.32,21.4
376.97,29.42,53.74,21.53
400.64,30.62,50.73,17.95
332.39,26.9,53.8,18.25
336.16,30.19,59.25,18.45
358.84,26.37,59.14,18.41
338.09,29.81,56.28,17.83
289.45,24.77,55.98,16.99
242.63,28.89,53.91,14.76
224.15,29.84,58.68,13.22
199.57,29.1,56.05,10.89
148.0,24.04,54.37,7.83
125.8,29.58,51.43,6.59
124.58,25.26,53.02,6.52
111.52,28.25,54.35,5.93
88.16,24.25,61.08,4.36
62.58,22.86,60.85,3.45
45.37,25.41,61.71,2.99
33.05,25.75,55.18,2.61
24.8,27.06,62.54,1.35
15.5,26.12,57.53,0.54
0.0,26.45,64.8,0.25
0.0,22.2,65.79,0.0
0.0,22.79,66.57,0.0
0.0,23.86,60.48,0.0
0.0,25.72,73.06,0.0
52.48,18.92,70.52,1.05
82.03,18.58,62.72,2.09
100.29,15.51,57.72,2.99
138.28,17.64,52.92,3.64
161.15,17.88,54.94,5.55
207.85,18.83,53.66,8.26
234.1,19.56,58.71,7.42
285.57,18.96,58.96,8.48
327.56,21.42,51.2,7.84
374.43,20.43,48.06,9.11
374.47,20.87,53.76,10.53
419.36,20.8,44.1,8.93
391.12,21.29,43.91,9.72
439.96,23.63,41.38,9.48
481.44,19.76,46.22,10.36
504.54,22.39,40.76,10.46
488.5,20.56,44.57,9.79
537.64,22.93,42.65,11.77
570.84,23.54,41.19,10.45
561.57,21.19,35.71,10.28
581.77,21.46,37.4,11.4
529.2,19.66,38.83,9.45
615.85,21.57,33.86,11.49
549.05,19.81,39.61,11.81
583.19,21.12,33.81,11.13
649.93,22.68,38.13,10.84
556.33,23.49,37.8,9.46
536.35,23.47,34.65,10.6
566.13,20.31,33.39,9.46
562.46,20.53,37.94,7.35
422.19,23.69,38.27,7.96
419.82,22.73,37.0,6.81
367.18,21.33,31.99,6.13
392.77,22.68,38.56,5.98
301.08,23.03,37.87,3.64
318.54,20.46,34.08,4.01
233.17,20.07,38.12,3.79
200.26,21.67,40.81,2.68
178.2,18.82,35.68,2.61
120.91,17.69,36.69,1.92
108.5,17.64,41.13,0.83
70.62,18.05,42.25,0.47
37.54,16.98,46.35,0.17
0.0,17.91,41.13,0.1
0.0,19.71,41.29,0.0
0.0,17.24,45.71,0.0
0.0,19.21,47.54,0.0
0.0,16.44,51.23,0.0
67.1,10.22,80.52,1.23
101.17,12.3,74.68,2.7
132.66,10.82,75.96,4.51
189.98,11.16,77.32,4.34
279.91,13.02,71.25,6.31
295.26,11.82,77.31,7.38
429.44,14.67,69.72,7.78
496.85,16.08,64.55,8.62
535.15,13.69,69.21,9.21
549.88,17.31,54.44,9.77
554.68,17.59,60.69,10.69
680.46,18.93,53.99,11.1
741.07,17.12,48.59,14.79
715.18,19.09,45.82,13.29
709.4,18.62,48.78,17.84
649.94,21.47,42.96,18.21
667.62,21.19,47.12,16.42
691.99,22.63,39.55,17.39
816.55,21.46,39.44,16.68
811.4,21.61,38.56,20.99
700.67,20.55,42.72,20.96
790.04,20.37,36.17,21.06
758.69,22.05,37.04,19.53
851.8,24.23,43.09,19.69
773.78,21.46,34.52,18.84
796.19,19.87,38.87,18.05
736.45,22.88,38.73,18.09
792.63,23.22,36.34,18.36
795.3,22.16,36.12,16.59
724.08,21.4,36.27,15.19
698.76,21.09,36.9,15.95
578.18,23.46,38.98,12.82
560.29,23.8,37.72,12.67
436.82,22.37,37.64,11.23
413.75,18.7,40.01,9.23
344.79,21.07,36.68,8.48
287.01,20.15,37.77,7.06
205.28,18.49,37.28,6.21
160.96,18.65,42.6,5.02
108.97,21.38,42.57,3.08
58.67,18.78,43.92,2.76
21.29,21.36,37.76,1.57
0.0,17.46,46.86,0.61
0.0,20.02,46.88,0.29
0.0,19.32,49.06,0.0
0.0,17.63,45.51,0.0
0.0,15.74,55.56,0.0
0.0,15.91,58.9,0.0
54.58,14.86,70.61,1.89
88.47,14.48,67.91,3.39
109.58,14.97,65.69,4.33
162.53,16.92,58.49,5.84
237.96,15.44,61.71,7.63
258.49,17.69,63.48,9.62
335.34,20.22,51.45,10.74
391.78,20.15,49.37,11.63
479.82,18.35,51.2,12.47
445.84,19.1,49.79,17.1
567.36,19.17,50.42,17.87
540.01,19.81,42.39,16.42
585.88,22.96,48.74,16.99
529.59,24.65,44.53,21.48
632.51,21.17,47.06,22.63
563.39,21.66,37.7,22.09
564.75,27.33,38.53,19.79
649.33,27.32,35.02,19.26
633.23,22.95,36.84,19.63
589.1,24.94,39.5,19.44
619.62,27.34,35.74,22.48
626.77,24.02,39.94,21.72
581.87,26.33,32.79,19.3
692.85,24.47,36.43,21.87
728.94,26.04,30.8,21.52
670.19,24.29,32.69,22.78
605.94,25.38,34.44,22.18
642.55,27.39,32.21,18.48
523.96,26.38,36.1,18.37
490.8,23.3,34.57,17.43
444.79,28.91,35.94,16.89
412.9,23.94,34.73,15.01
387.77,25.63,37.22,13.89
358.26,24.19,38.03,11.53
298.9,26.75,38.07,9.37
263.44,26.01,40.82,8.76
189.18,21.84,34.92,6.89
145.29,26.75,39.12,7.77
123.82,21.2,43.13,3.58
79.15,21.41,42.36,1.49
38.47,21.69,43.62,0.76
14.64,22.89,46.36,0.0
0.0,21.26,45.02,0.0
0.0,22.75,41.67,0.0
0.0,22.7,49.11,0.0
0.0,23.55,53.68,0.0
0.0,20.37,54.88,0.0
0.0,20.26,50.5,0.0
44.75,17.11,70.42,1.85
77.2,14.65,66.84,3.8
113.06,18.48,59.59,5.01
148.57,17.72,54.45,6.82
210.6,19.53,52.06,9.62
251.89,19.43,56.83,10.71
279.26,19.51,53.23,12.11
352.0,19.04,49.41,12.24
345.64,22.45,45.68,15.58
393.85,20.52,44.02,14.93
433.88,19.74,41.95,16.32
495.19,24.25,43.86,18.19
484.12,26.12,42.26,18.27
550.06,25.65,36.88,20.36
490.38,24.48,37.3,21.67
498.08,26.34,36.42,22.98
589.31,26.68,34.32,21.57
512.09,28.2,36.44,23.01
504.64,26.53,31.84,24.1
529.81,26.17,34.12,22.04
589.45,28.38,31.0,23.44
564.22,26.19,31.16,20.34
654.82,26.84,29.84,22.96
582.72,31.02,28.86,24.38
526.38,28.04,27.88,20.09
601.4,28.14,26.09,20.41
540.73,30.65,30.68,23.21
579.54,29.22,29.94,19.76
490.22,29.93,27.83,18.76
471.57,28.51,28.77,17.06
451.17,32.28,30.01,17.67
374.32,29.56,29.2,15.07
336.97,26.35,27.66,12.75
286.32,30.92,33.45,13.15
276.3,27.83,27.93,12.16
248.34,29.76,31.39,8.74
205.38,27.29,35.02,8.06
176.66,27.69,32.45,7.24
102.57,24.06,35.8,5.16
70.58,22.52,33.7,3.53
38.25,26.0,36.15,1.71
14.07,24.49,35.71,0.72
0.0,21.84,35.64,0.34
0.0,25.16,39.57,0.0
0.0,22.76,36.56,0.0
0.0,22.0,39.42,0.0
0.0,21.77,42.21,0.0
0.0,23.07,43.71,0.0
64.75,14.1,80.47,1.77
76.08,16.25,74.05,3.23
113.36,14.05,75.7,4.06
179.17,17.94,70.47,6.54
215.14,15.9,75.83,7.03
288.52,15.9,69.8,10.54
330.45,16.09,69.49,9.07
359.92,18.39,64.71,10.52
475.98,19.65,52.02,12.23
542.51,22.28,53.12,15.18
580.92,21.42,54.1,15.28
612.34,19.69,46.65,15.88
554.89,23.78,49.75,19.53
560.89,20.64,41.06,19.47
537.49,23.8,37.41,17.67
538.57,25.01,36.21,19.99
617.37,26.24,34.01,18.33
597.9,23.64,38.47,18.79
604.57,24.24,33.95,20.04
737.65,23.64,36.65,22.47
666.66,24.65,31.63,22.01
667.68,26.32,29.12,20.29
747.93,28.35,30.1,21.93
657.04,26.24,26.49,23.1
699.37,25.2,26.39,19.89
771.87,25.33,25.94,21.09
673.14,25.4,25.24,19.91
677.67,26.45,26.34,17.84
683.02,25.99,24.1,19.28
529.79,27.35,23.76,18.26
554.21,29.5,23.32,16.26
496.09,28.78,23.85,15.25
406.15,26.12,27.24,14.84
347.04,28.16,28.8,12.59
313.51,24.67,26.06,11.33
302.19,24.92,27.33,9.66
253.98,25.2,32.0,8.19
183.84,26.0,29.25,7.21
132.14,25.49,35.95,3.81
85.23,22.98,34.94,3.18
45.8,23.3,32.33,1.67
12.91,22.28,40.78,0.66
0.0,22.34,39.61,0.34
0.0,23.21,40.08,0.0
0.0,23.88,43.19,0.0
0.0,21.61,45.27,0.0
0.0,21.05,40.81,0.0
0.0,18.71,50.09,0.0
61.47,12.81,63.76,1.9
100.07,14.17,65.42,3.93
119.0,13.97,57.95,5.13
203.24,15.97,61.98,6.47
226.24,15.13,54.37,9.0
275.79,16.96,62.07,10.06
338.27,18.71,53.93,11.39
379.78,19.26,55.62,13.19
513.32,19.83,43.94,14.4
588.4,20.6,46.71,16.55
534.17,24.7,44.65,19.25
519.59,21.44,39.15,18.95
540.43,25.96,32.71,23.09
569.54,28.16,32.68,23.37
608.24,23.4,30.72,21.73
697.24,23.32,29.92,23.4
704.69,26.94,27.76,24.61
619.9,28.23,23.59,25.36
717.73,29.47,26.71,24.6
717.1,26.07,23.93,21.31
641.53,30.98,24.16,21.6
643.79,27.95,24.87,22.81
722.14,26.62,24.22,24.4
800.03,31.28,21.56,21.05
740.2,26.6,23.4,24.69
830.96,27.84,21.46,21.1
817.16,27.83,18.78,25.02
711.7,32.43,21.64,18.75
620.36,30.69,22.69,20.29
626.15,27.78,19.02,20.5
500.98,28.28,19.81,20.0
551.26,32.09,20.11,17.02
405.75,32.22,21.31,18.03
360.34,31.38,21.25,15.69
321.28,27.39,21.5,13.7
292.24,25.89,22.14,11.45
261.76,24.52,26.96,8.64
173.63,27.25,25.55,8.85
136.81,23.47,28.98,5.19
77.7,28.8,27.79,4.38
46.93,28.09,29.67,1.93
14.55,25.36,30.94,0.7
0.0,26.01,31.6,0.43
0.0,23.75,29.75,0.0
0.0,21.06,34.65,0.0
0.0,23.98,37.43,0.0
0.0,20.01,34.55,0.0
0.0,19.96,33.43,0.0
78.02,10.98,77.79,1.81
109.82,15.09,87.74,3.86
180.76,16.09,84.99,4.76
215.27,16.93,68.2,6.4
300.56,16.25,67.05,6.85
420.81,16.79,61.53,9.5
420.95,17.69,67.39,12.02
487.68,19.6,55.28,10.87
550.51,18.58,63.15,14.05
611.05,20.91,58.02,15.36
638.39,20.27,53.2,18.12
660.11,25.36,45.64,19.11
801.37,26.57,39.59,21.73
829.68,24.23,37.93,21.04
807.44,25.8,38.14,21.49
833.43,25.26,33.85,24.62
843.89,24.75,36.4,25.38
764.96,26.32,30.08,20.13
766.28,30.84,31.89,22.99
837.97,26.52,32.07,22.2
800.35,27.51,28.2,20.88
876.37,32.47,23.93,21.27
866.52,28.62,23.66,22.47
855.86,29.3,24.74,21.78
887.52,30.36,22.5,22.19
849.24,31.3,21.92,19.75
888.02,27.16,20.65,20.75
803.19,31.38,19.69,22.06
800.77,30.07,19.29,18.7
780.09,29.13,22.3,18.55
776.85,29.36,20.61,16.87
564.17,32.62,21.88,19.21
540.83,29.69,20.43,14.01
517.38,28.2,20.98,12.99
389.38,29.32,25.48,10.89
387.33,30.36,23.33,10.56
297.53,26.44,25.38,7.89
237.88,29.77,27.92,7.06
168.67,25.49,28.01,3.48
97.82,29.3,29.31,2.12
47.31,28.07,29.08,0.71
15.22,25.15,31.45,0.0
0.0,26.61,29.51,0.35
0.0,22.34,34.71,0.0
0.0,25.1,34.02,0.0
0.0,23.53,39.44,0.0
0.0,19.52,41.69,0.0
0.0,21.76,44.43,0.0
71.1,10.59,53.67,1.63
106.07,13.16,62.21,3.39
146.85,13.69,49.56,5.2
171.23,15.64,56.94,6.09
265.48,15.25,47.98,8.53
339.01,14.53,45.14,11.88
400.05,16.35,46.91,11.69
453.85,17.13,45.68,11.0
575.02,20.12,42.6,16.0
573.75,18.4,37.54,19.8
532.01,21.11,30.34,17.99
653.34,21.44,31.27,20.78
589.37,21.05,31.32,20.26
686.92,24.34,29.21,21.97
661.71,21.62,22.96,22.37
708.17,24.15,24.05,20.71
777.94,24.72,23.34,24.46
661.48,23.92,23.12,25.4
721.04,27.19,23.52,24.44
659.25,22.88,20.07,20.98
689.72,22.1,21.69,22.19
763.41,26.31,19.76,26.04
793.87,24.14,19.63,24.47
770.21,26.17,18.36,21.84
851.28,28.73,19.81,21.71
746.7,29.15,19.31,23.08
794.63,23.69,19.51,21.3
734.93,26.06,18.92,22.72
640.78,25.35,18.46,21.32
601.05,25.05,18.49,18.68
498.94,25.36,19.44,20.3
489.77,25.93,18.74,20.8
403.26,24.03,20.28,15.53
284.31,24.28,24.31,14.08
261.75,25.39,22.65,12.53
230.58,23.03,22.99,12.82
157.91,22.69,27.91,10.84
115.17,24.47,30.35,8.75
81.26,25.19,30.06,5.82
52.26,23.08,28.74,4.03
28.05,24.01,31.58,1.92
0.0,22.98,32.11,0.82
0.0,22.22,34.54,0.42
0.0,21.66,34.4,0.0
0.0,18.15,33.28,0.0
0.0,18.07,39.14,0.0
0.0,21.31,35.29,0.0
0.0,17.79,35.23,0.0
58.98,12.82,68.74,2.03
83.84,15.67,72.92,4.63
130.19,13.18,62.85,5.51
176.71,15.92,68.96,6.72
234.14,16.92,60.81,9.09
319.71,16.12,68.28,10.6
348.46,14.34,61.69,10.6
445.57,14.78,64.13,14.03
523.64,18.44,59.35,17.58
544.3,17.11,54.34,17.08
505.79,18.48,54.8,19.24
522.15,17.61,44.21,21.19
569.06,21.73,41.65,19.64
595.07,18.29,42.48,19.6
681.12,22.08,44.63,23.44
551.36,20.36,41.6,24.91
644.5,19.36,36.24,22.37
655.57,23.45,38.48,25.01
684.88,22.1,37.17,22.24
687.32,20.73,35.3,24.47
634.42,22.75,33.5,24.84
610.61,24.48,36.37,25.1
723.47,22.43,33.29,25.67
637.66,25.33,35.91,24.63
698.39,25.18,35.97,24.96
742.39,24.47,33.72,24.72
702.07,20.94,34.05,19.28
596.07,20.63,32.32,20.68
567.7,21.86,35.3,20.49
503.71,25.83,34.51,19.03
416.42,21.87,34.47,18.58
359.66,21.66,36.22,16.83
321.21,22.06,36.57,13.77
